BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK_KT,STOCK_SELL_VALUE,CURRENCY,STOCK_SELL_VALUE_THB
2024-06-01,CHINA-WAREHOUSE,MAT-0082,6568A,0.08,682400,CNY,3084447.9999999995
2024-06-01,CHINA-WAREHOUSE,MAT-0082,7648A,0.03,255900,CNY,1156668.0
2024-06-01,CHINA-WAREHOUSE,MAT-0082,3935A,0.01125,95963,CNY,433752.75999999995
2024-06-01,CHINA-WAREHOUSE,MAT-0082,2854A,0.015,127950,CNY,578334.0
2024-06-01,CHINA-WAREHOUSE,MAT-0082,9097A,0.02375,202588,CNY,915697.7599999999
2024-06-01,CHINA-WAREHOUSE,MAT-0082,8969A,0.0525,447825,CNY,2024168.9999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0082,2051A,0.00375,31988,CNY,144585.75999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0082,6243A,0.06375,543788,CNY,2457921.76
2024-06-01,CHINA-WAREHOUSE,MAT-0196,2138A,0.001075,9170,CNY,41448.399999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0196,1741A,0.091175,777723,CNY,3515307.9599999995
2024-06-01,CHINA-WAREHOUSE,MAT-0196,2117A,0.10495,895224,CNY,4046412.4799999995
2024-06-01,CHINA-WAREHOUSE,MAT-0196,9452A,0.00375,31988,CNY,144585.75999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0196,4311A,0.033675,287248,CNY,1298360.96
2024-06-01,CHINA-WAREHOUSE,MAT-0047,8958A,0.0009,7677,CNY,34700.03999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0047,2945A,0.00115,9810,CNY,44341.2
2024-06-01,CHINA-WAREHOUSE,MAT-0047,1825A,0.084975,724837,CNY,3276263.2399999998
2024-06-01,CHINA-WAREHOUSE,MAT-0047,4531A,0.10125,863663,CNY,3903756.76
2024-06-01,CHINA-WAREHOUSE,MAT-0047,7900A,0.0299,255047,CNY,1152812.44
2024-06-01,CHINA-WAREHOUSE,MAT-0047,9845A,0.0675,575775,CNY,2602502.9999999995
2024-06-01,CHINA-WAREHOUSE,MAT-0047,2751A,0.01875,159938,CNY,722919.7599999999
2024-06-01,CHINA-WAREHOUSE,MAT-0047,3175A,0.005,42650,CNY,192777.99999999997
2024-06-01,CHINA-WAREHOUSE,MAT-0094,2542A,0.0018,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0258,SCRAP,0.001357,7953,CNY,35947.56
2024-06-01,CHINA-WAREHOUSE,MAT-0259,9061A,0.0005,1570,CNY,7096.4
2024-06-01,CHINA-WAREHOUSE,MAT-0259,9940A,0.0005,1570,CNY,7096.4
2024-06-01,CHINA-WAREHOUSE,MAT-0259,7003A,0.00625,19625,CNY,88704.99999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0098,9004A,0.00125,2788,CNY,12601.759999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0098,8715A,0.001175,2620,CNY,11842.4
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M6854B,0.000275,1183,CNY,5347.16
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M5597B,0.00125,5375,CNY,24294.999999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M9152A,0.024725,106318,CNY,480557.3599999999
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M9486B,0.0165,70950,CNY,320693.99999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M7918A,0.006875,29563,CNY,133624.75999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M1995C,0.05225,224675,CNY,1015530.9999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M3007A,0.09075,390225,CNY,1763816.9999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M8070B,0.00135,5805,CNY,26238.6
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M3971C,0.02475,106425,CNY,481040.99999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M5585B,0.033,141900,CNY,641387.9999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M4932C,0.0673,289390,CNY,1308042.7999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M4750A,0.086625,372488,CNY,1683645.7599999998
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M3604B,0.08385,360555,CNY,1629708.5999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M7776C,0.026125,112338,CNY,507767.75999999995
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M6050C,0.00275,11825,CNY,53448.99999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M9346B,0.0605,260150,CNY,1175878.0
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M7140C,0.08525,366575,CNY,1656918.9999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M9789B,0.00275,11825,CNY,53448.99999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M8226B,0.022,94600,CNY,427591.99999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0099,M8273C,0.02475,106425,CNY,481040.99999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P9558A,0.0,198,CNY,894.9599999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P9373A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P2030A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P8784A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P1371A,0.0,297,CNY,1342.4399999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P9091A,0.0102,40788,CNY,184361.75999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P2167A,0.0253,100584,CNY,454639.67999999993
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P6671A,0.0255,100980,CNY,456429.6
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P2034A,0.051,344124,CNY,1555440.4799999997
2024-06-01,CHINA-WAREHOUSE,MAT-0375,P2277A,0.0,1371843,CNY,6200730.359999999
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P6168A,0.0,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P1801A,0.0,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P4972A,0.0,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P6572A,0.0,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P9562A,0.0,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P6603A,0.0,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P8018A,0.000575,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P6453A,0.001475,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P1503A,0.0,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0376,P2207A,0.0,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0312,P8244A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0312,P1540A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0312,P3115A,0.0002,1188,CNY,5369.759999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0312,P9167A,0.02085,82962,CNY,374988.24
2024-06-01,CHINA-WAREHOUSE,MAT-0312,P3021A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0312,P3021A,0.0,1009305,CNY,4562058.6
2024-06-01,CHINA-WAREHOUSE,MAT-0312,P6259A,0.0255,100980,CNY,456429.6
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P5822A,7.5e-05,297,CNY,1342.4399999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P6715A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P2071A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P4793A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P4158A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P8287A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P7183A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P5430A,0.0,396,CNY,1789.9199999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P7722A,0.003,11880,CNY,53697.6
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P5616A,0.021,83556,CNY,377673.11999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P8053A,0.0255,100980,CNY,456429.6
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P6619A,0.0,403920,CNY,1825718.4
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P5616A,0.0,2018907,CNY,9125459.639999999
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P1642A,0.0,605880,CNY,2738577.5999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P3870A,0.0,1009602,CNY,4563401.039999999
2024-06-01,CHINA-WAREHOUSE,MAT-0233,P4023A,0.0,1514106,CNY,6843759.119999999
2024-06-01,CHINA-WAREHOUSE,MAT-0377,P9024A,0.0013,13104,CNY,59230.079999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0377,P6100A,0.0509,477360,CNY,2157667.1999999997
2024-06-01,CHINA-WAREHOUSE,MAT-0377,P4150A,0.0989,926640,CNY,4188412.8
2024-06-01,CHINA-WAREHOUSE,MAT-0377,P8691A,0.0,936,CNY,4230.719999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0377,P1765A,0.0,936,CNY,4230.719999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0377,P4993A,0.0,936,CNY,4230.719999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0377,P6717A,0.0011,10296,CNY,46537.92
2024-06-01,CHINA-WAREHOUSE,MAT-0377,P1256A,0.0,1908972,CNY,8628553.44
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P9174A,0.0,510,CNY,2305.2
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P2250A,0.0,510,CNY,2305.2
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P5956A,0.0,510,CNY,2305.2
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P9042A,0.0,510,CNY,2305.2
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P1334A,0.0,510,CNY,2305.2
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P5451A,0.0,510,CNY,2305.2
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P7922A,0.0005,3060,CNY,13831.199999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P7924A,0.0,510,CNY,2305.2
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P8282A,0.0013,7140,CNY,32272.799999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P4061A,0.015,76500,CNY,345779.99999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P7213A,0.0255,130050,CNY,587826.0
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P9873A,0.0255,130050,CNY,587826.0
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P5111A,0.0,3249975,CNY,14689886.999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P7213A,0.0,665168,CNY,3006559.36
2024-06-01,CHINA-WAREHOUSE,MAT-0197,P9873A,0.0,3234803,CNY,14621309.559999999
2024-06-01,CHINA-WAREHOUSE,MAT-0010,SCRAP,8.4e-05,538,CNY,2431.7599999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0198,1295,0.00055,1727,CNY,7806.039999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0198,6364,0.0601,188714,CNY,852987.2799999999
2024-06-01,CHINA-WAREHOUSE,MAT-0198,7196,0.053625,168383,CNY,761091.1599999999
2024-06-01,CHINA-WAREHOUSE,MAT-0198,9463,0.006275,19704,CNY,89062.07999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0198,7196,0.001375,4318,CNY,19517.359999999997
2024-06-01,CHINA-WAREHOUSE,MAT-0198,9463,0.001325,4161,CNY,18807.719999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0198,2729,0.0216,67824,CNY,306564.48
2024-06-01,CHINA-WAREHOUSE,MAT-0198,3670,0.058775,184554,CNY,834184.08
2024-06-01,CHINA-WAREHOUSE,MAT-0198,6172,0.083625,262583,CNY,1186875.16
2024-06-01,CHINA-WAREHOUSE,MAT-0198,7197,0.0055,17270,CNY,78060.4
2024-06-01,CHINA-WAREHOUSE,MAT-0198,5816,0.01945,61073,CNY,276049.95999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0198,1156,0.093275,292884,CNY,1323835.68
2024-06-01,CHINA-WAREHOUSE,MAT-0198,3643,0.031625,99303,CNY,448849.55999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0198,4667,0.190375,597778,CNY,2701956.5599999996
2024-06-01,CHINA-WAREHOUSE,MAT-0198,7232,0.0715,224510,CNY,1014785.2
2024-06-01,CHINA-WAREHOUSE,MAT-0198,6363,0.063125,198213,CNY,895922.7599999999
2024-06-01,CHINA-WAREHOUSE,MAT-0198,9035,0.142525,447529,CNY,2022831.0799999998
2024-06-01,CHINA-WAREHOUSE,MAT-0198,4479,0.033725,105897,CNY,478654.43999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0198,2253,0.021975,69002,CNY,311889.04
2024-06-01,CHINA-WAREHOUSE,MAT-0198,5985,0.04675,146795,CNY,663513.3999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0100,SCRAP,0.001124,6791,CNY,30695.319999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0095,SCRAP,0.009571,13207,CNY,59695.63999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0260,8509A,0.0018,6732,CNY,30428.639999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0204,4880A,0.0096,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0204,8331A,0.0006,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0052,4755A,0.0084,31416,CNY,142000.31999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0052,5912A,0.0732,273768,CNY,1237431.3599999999
2024-06-01,CHINA-WAREHOUSE,MAT-0052,6761A,0.078,291720,CNY,1318574.4
2024-06-01,CHINA-WAREHOUSE,MAT-0059,SCRAP,0.000562,2101,CNY,9496.519999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P3205A,0.0,534,CNY,2413.68
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P4131A,0.0,712,CNY,3218.24
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P5801A,0.0,712,CNY,3218.24
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P7905A,0.0,712,CNY,3218.24
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P1110A,0.0764,544680,CNY,2461953.5999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P5729A,0.07545,537204,CNY,2428162.0799999996
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P9149A,0.1784,1270920,CNY,5744558.399999999
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P8395A,0.153,1089360,CNY,4923907.199999999
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P6758A,0.0,833040,CNY,3765340.8
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P3582A,0.0,3629420,CNY,16404978.399999999
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P2089A,0.0,1815066,CNY,8204098.319999999
2024-06-01,CHINA-WAREHOUSE,MAT-0261,P8395A,0.0,1163586,CNY,5259408.72
2024-06-01,CHINA-WAREHOUSE,MAT-0141,N9204A,0.15085,564179,CNY,2550089.0799999996
2024-06-01,CHINA-WAREHOUSE,MAT-0141,SCRAP,0.009861,36880,CNY,166697.59999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0313,P7592A,0.0014,5940,CNY,26848.8
2024-06-01,CHINA-WAREHOUSE,MAT-0313,P8966A,0.0006,2772,CNY,12529.439999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0313,P5038A,0.0,302940,CNY,1369288.7999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0313,P9601A,0.153,605880,CNY,2738577.5999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0199,SCRAP,0.021766,312341,CNY,1411781.3199999998
2024-06-01,CHINA-WAREHOUSE,MAT-0199,T2455A,0.001175,16861,CNY,76211.71999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0199,T5551A,0.00065,9328,CNY,42162.56
2024-06-01,CHINA-WAREHOUSE,MAT-0199,T7421A,0.001075,15426,CNY,69725.51999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V8051A,0.000875,12556,CNY,56753.119999999995
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V7518A,7.5e-05,1076,CNY,4863.5199999999995
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V2061A,0.000675,9686,CNY,43780.719999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V4761A,0.000525,7534,CNY,34053.68
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V2724A,0.000125,1794,CNY,8108.879999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V6816A,0.001,14350,CNY,64861.99999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V3118A,0.00065,9328,CNY,42162.56
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V2011A,0.000325,4664,CNY,21081.28
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V4008A,0.0013,18655,CNY,84320.59999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V3640A,0.001325,19014,CNY,85943.28
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V6558A,0.0015,21525,CNY,97292.99999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V6789A,0.000725,10404,CNY,47026.079999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V3262A,0.00015,2153,CNY,9731.56
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V9383A,0.000125,1794,CNY,8108.879999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V9606A,0.001475,21166,CNY,95670.31999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0199,V2440A,0.000775,11121,CNY,50266.92
2024-06-01,CHINA-WAREHOUSE,MAT-0142,V9711A,0.000275,2921,CNY,13202.919999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0142,V9469A,0.08365,888363,CNY,4015400.76
2024-06-01,CHINA-WAREHOUSE,MAT-0142,V9469A,0.1005,1067310,CNY,4824241.199999999
2024-06-01,CHINA-WAREHOUSE,MAT-0142,V5655A,0.3885,4125870,CNY,18648932.4
2024-06-01,CHINA-WAREHOUSE,MAT-0142,V7100A,0.1275,1354050,CNY,6120305.999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0143,V2118A,0.000475,5045,CNY,22803.399999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0143,V8426A,0.067,711540,CNY,3216160.8
2024-06-01,CHINA-WAREHOUSE,MAT-0143,V5527A,0.25355,2692701,CNY,12171008.52
2024-06-01,CHINA-WAREHOUSE,MAT-0143,V1505A,0.17845,1895139,CNY,8566028.28
2024-06-01,CHINA-WAREHOUSE,MAT-0143,V8426A,0.0195,207090,CNY,936046.7999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0143,V5293A,0.0255,270810,CNY,1224061.2
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V5271A,0.0006,7170,CNY,32408.399999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V1930A,0.12745,1523028,CNY,6884086.56
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V3917A,0.08065,963768,CNY,4356231.359999999
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V7931A,0.1126,1345570,CNY,6081976.399999999
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V5811A,0.051,609450,CNY,2754713.9999999995
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V4208A,0.33125,3958438,CNY,17892139.759999998
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V7906A,0.1275,1523625,CNY,6886784.999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V1667A,0.3225,3853875,CNY,17419515.0
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V8847A,0.18745,2240028,CNY,10124926.559999999
2024-06-01,CHINA-WAREHOUSE,MAT-0314,V7931A,0.0135,161325,CNY,729188.9999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V5516A,0.000575,6107,CNY,27603.639999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V7589A,0.075125,797828,CNY,3606182.5599999996
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V6315A,0.051725,549320,CNY,2482926.4
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V9070A,0.159,1688580,CNY,7632381.6
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V4371A,0.204,2166480,CNY,9792489.6
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V9081A,0.147,1561140,CNY,7056352.799999999
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V9444A,0.1965,2086830,CNY,9432471.6
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V4375A,0.0585,621270,CNY,2808140.4
2024-06-01,CHINA-WAREHOUSE,MAT-0144,V8971A,0.2295,2437290,CNY,11016550.799999999
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V9985A,0.00015,1613,CNY,7290.759999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V6700A,0.242975,2611981,CNY,11806154.12
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V4968A,0.0375,403125,CNY,1822124.9999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V6048A,0.096,1032000,CNY,4664640.0
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V4751A,0.306775,3297831,CNY,14906196.12
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V3129A,0.4305,4627875,CNY,20917994.999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V9421A,0.107975,1160731,CNY,5246504.119999999
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V5751A,0.24725,2657938,CNY,12013879.76
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V3070A,0.0495,532125,CNY,2405205.0
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V7209A,0.2054,2208050,CNY,9980385.999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V8475A,0.294,3160500,CNY,14285459.999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V6218A,0.216,2322000,CNY,10495439.999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V9985A,0.0255,274125,CNY,1239044.9999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V4751A,0.003,32250,CNY,145770.0
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V7173A,0.192,2064000,CNY,9329280.0
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V6218A,0.0495,532125,CNY,2405205.0
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V6871A,0.2055,2209125,CNY,9985244.999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V9355A,0.096,1032000,CNY,4664640.0
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V1338A,0.159,1709250,CNY,7725809.999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V3373A,0.096,1032000,CNY,4664640.0
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V9054A,0.486,5224500,CNY,23614739.999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V4679A,0.4845,5208375,CNY,23541854.999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0145,V6917A,0.0165,177375,CNY,801734.9999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0001,V5910A,2.5e-05,301,CNY,1360.52
2024-06-01,CHINA-WAREHOUSE,MAT-0001,V3201A,0.0496,596688,CNY,2697029.76
2024-06-01,CHINA-WAREHOUSE,MAT-0001,V9551A,0.260825,3137725,CNY,14182516.999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0001,V3239A,0.524925,6314848,CNY,28543112.959999997
2024-06-01,CHINA-WAREHOUSE,MAT-0001,V2989A,0.075,902250,CNY,4078169.9999999995
2024-06-01,CHINA-WAREHOUSE,MAT-0001,V2786A,0.254975,3067349,CNY,13864417.479999999
2024-06-01,CHINA-WAREHOUSE,MAT-0001,V1055A,0.2295,2760885,CNY,12479200.2
2024-06-01,CHINA-WAREHOUSE,MAT-0001,V5898A,0.0015,18045,CNY,81563.4
2024-06-01,CHINA-WAREHOUSE,MAT-0201,V9579A,0.049575,526487,CNY,2379721.2399999998
2024-06-01,CHINA-WAREHOUSE,MAT-0201,V6975A,0.089925,955004,CNY,4316618.079999999
2024-06-01,CHINA-WAREHOUSE,MAT-0201,V3669A,0.0465,493830,CNY,2232111.5999999996
2024-06-01,CHINA-WAREHOUSE,MAT-0201,V1260A,0.1575,1672650,CNY,7560377.999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0262,E9917A,0.0495,0,CNY,0.0
2024-06-01,CHINA-WAREHOUSE,MAT-0319,R3560A,0.0053,38955,CNY,176076.59999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0319,R5902A,0.002675,19661,CNY,88867.71999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0319,R2828A,0.1263,928305,CNY,4195938.6
2024-06-01,CHINA-WAREHOUSE,MAT-0319,R4112A,0.149875,1101581,CNY,4979146.119999999
2024-06-01,CHINA-WAREHOUSE,MAT-0319,S5659A,0.0002,1470,CNY,6644.4
2024-06-01,CHINA-WAREHOUSE,MAT-0048,SCRAP,0.000111,63,CNY,284.76
2024-06-01,CHINA-WAREHOUSE,MAT-0205,SCRAP,5.7e-05,342,CNY,1545.84
2024-06-01,CHINA-WAREHOUSE,MAT-0163,E4534A,0.0641,486519,CNY,2199065.88
2024-06-01,CHINA-WAREHOUSE,MAT-0163,E2564A,0.04655,353315,CNY,1596983.7999999998
2024-06-01,CHINA-WAREHOUSE,MAT-0163,E1798A,0.032875,249521,CNY,1127834.92
2024-06-01,CHINA-WAREHOUSE,MAT-0163,E2075A,0.04255,322955,CNY,1459756.5999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0163,E4127A,0.1838,1395042,CNY,6305589.84
2024-06-01,CHINA-WAREHOUSE,MAT-0163,E9851A,0.148425,1126546,CNY,5091987.92
2024-06-01,CHINA-WAREHOUSE,MAT-0163,E5228A,0.0165,125235,CNY,566062.2
2024-06-01,CHINA-WAREHOUSE,MAT-0036,E7161A,0.049175,273905,CNY,1238050.5999999999
2024-06-01,CHINA-WAREHOUSE,MAT-0036,S9394A,0.042775,238257,CNY,1076921.64
2024-06-01,CHINA-WAREHOUSE,MAT-0036,S1422A,0.055025,306489,CNY,1385330.2799999998
2024-06-01,CHINA-WAREHOUSE,MAT-0036,S2743A,0.012325,68650,CNY,310297.99999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0425,SCRAP,0.000197,1191,CNY,5383.32
2024-06-01,CHINA-WAREHOUSE,MAT-0176,T2572A,0.0073,92856,CNY,419709.11999999994
2024-06-01,CHINA-WAREHOUSE,MAT-0176,T9980A,0.028425,361566,CNY,1634278.3199999998
