BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY,MONTH,EXCHANGE_RATE,SELL_VALUE_THB
2024-08-31,CHINA-WAREHOUSE,MAT-0233,P6619A,51000,KG,201960,CNY,2024-08,4.53,914878.8
2024-08-31,CHINA-WAREHOUSE,MAT-0233,P5616A,254800,KG,1009305,CNY,2024-08,4.53,4572151.65
2024-08-31,CHINA-WAREHOUSE,MAT-0233,P1642A,127500,KG,504900,CNY,2024-08,4.53,2287197.0
2024-08-31,CHINA-WAREHOUSE,MAT-0233,P3870A,254950,KG,1009602,CNY,2024-08,4.53,4573497.0600000005
2024-08-31,CHINA-WAREHOUSE,MAT-0233,P4023A,382300,KG,1513908,CNY,2024-08,4.53,6858003.24
2024-08-31,CHINA-WAREHOUSE,MAT-0233,P8053A,10500,KG,41580,CNY,2024-08,4.53,188357.40000000002
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P9024A,1300,KG,13104,CNY,2024-08,4.53,59361.12
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P6100A,0,KG,936,CNY,2024-08,4.53,4240.08
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P4150A,89900,KG,842400,CNY,2024-08,4.53,3816072.0
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P8691A,0,KG,936,CNY,2024-08,4.53,4240.08
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P1765A,0,KG,936,CNY,2024-08,4.53,4240.08
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P4993A,0,KG,936,CNY,2024-08,4.53,4240.08
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P1080A,1300,KG,12168,CNY,2024-08,4.53,55121.04
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P1249A,0,KG,936,CNY,2024-08,4.53,4240.08
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P1256A,203950,KG,1908972,CNY,2024-08,4.53,8647643.16
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P8732A,0,KG,936,CNY,2024-08,4.53,4240.08
2024-08-31,CHINA-WAREHOUSE,MAT-0377,P6717A,1000,KG,9360,CNY,2024-08,4.53,42400.8
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P9174A,0,KG,383,CNY,2024-08,4.53,1734.99
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P2250A,0,KG,383,CNY,2024-08,4.53,1734.99
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P5956A,0,KG,383,CNY,2024-08,4.53,1734.99
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P9042A,0,KG,383,CNY,2024-08,4.53,1734.99
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P1334A,0,KG,383,CNY,2024-08,4.53,1734.99
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P5451A,0,KG,383,CNY,2024-08,4.53,1734.99
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P5469A,0,KG,510,CNY,2024-08,4.53,2310.3
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P7922A,425,KG,2550,CNY,2024-08,4.53,11551.5
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P7924A,0,KG,383,CNY,2024-08,4.53,1734.99
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P8282A,1300,KG,7013,CNY,2024-08,4.53,31768.890000000003
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P5111A,320750,KG,1635825,CNY,2024-08,4.53,7410287.25
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P7213A,144925,KG,739118,CNY,2024-08,4.53,3348204.54
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P9873A,634275,KG,3234803,CNY,2024-08,4.53,14653657.590000002
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P6866A,10500,KG,53550,CNY,2024-08,4.53,242581.5
2024-08-31,CHINA-WAREHOUSE,MAT-0197,P5125A,24000,KG,122400,CNY,2024-08,4.53,554472.0
2024-08-31,CHINA-WAREHOUSE,MAT-0010,SCRAP,84,KG,538,CNY,2024-08,4.53,2437.1400000000003
2024-08-31,CHINA-WAREHOUSE,MAT-0198,9463,625,KG,1963,CNY,2024-08,4.53,8892.390000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0198,2729,21600,KG,67824,CNY,2024-08,4.53,307242.72000000003
2024-08-31,CHINA-WAREHOUSE,MAT-0198,3670,58775,KG,184554,CNY,2024-08,4.53,836029.62
2024-08-31,CHINA-WAREHOUSE,MAT-0198,6172,32750,KG,103149,CNY,2024-08,4.53,467264.97000000003
2024-08-31,CHINA-WAREHOUSE,MAT-0198,7197,5500,KG,17270,CNY,2024-08,4.53,78233.1
2024-08-31,CHINA-WAREHOUSE,MAT-0198,5816,19450,KG,61073,CNY,2024-08,4.53,276660.69
2024-08-31,CHINA-WAREHOUSE,MAT-0198,1156,93275,KG,292884,CNY,2024-08,4.53,1326764.52
2024-08-31,CHINA-WAREHOUSE,MAT-0198,3643,31625,KG,99303,CNY,2024-08,4.53,449842.59
2024-08-31,CHINA-WAREHOUSE,MAT-0198,4667,190375,KG,598092,CNY,2024-08,4.53,2709356.7600000002
2024-08-31,CHINA-WAREHOUSE,MAT-0198,7232,71500,KG,224510,CNY,2024-08,4.53,1017030.3
2024-08-31,CHINA-WAREHOUSE,MAT-0198,6363,63125,KG,198527,CNY,2024-08,4.53,899327.31
2024-08-31,CHINA-WAREHOUSE,MAT-0198,9035,142525,KG,447529,CNY,2024-08,4.53,2027306.37
2024-08-31,CHINA-WAREHOUSE,MAT-0198,4479,33725,KG,105897,CNY,2024-08,4.53,479713.41000000003
2024-08-31,CHINA-WAREHOUSE,MAT-0198,2253,21975,KG,69002,CNY,2024-08,4.53,312579.06
2024-08-31,CHINA-WAREHOUSE,MAT-0198,5985,46750,KG,146795,CNY,2024-08,4.53,664981.3500000001
2024-08-31,CHINA-WAREHOUSE,MAT-0100,SCRAP,3738,KG,22577,CNY,2024-08,4.53,102273.81000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0095,SCRAP,1524,KG,2103,CNY,2024-08,4.53,9526.59
2024-08-31,CHINA-WAREHOUSE,MAT-0260,8509A,1200,KG,4488,CNY,2024-08,4.53,20330.64
2024-08-31,CHINA-WAREHOUSE,MAT-0204,4880A,9600,KG,0,CNY,2024-08,4.53,0.0
2024-08-31,CHINA-WAREHOUSE,MAT-0204,8331A,600,KG,0,CNY,2024-08,4.53,0.0
2024-08-31,CHINA-WAREHOUSE,MAT-0052,4755A,7200,KG,26928,CNY,2024-08,4.53,121983.84000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0052,5912A,73200,KG,273768,CNY,2024-08,4.53,1240169.04
2024-08-31,CHINA-WAREHOUSE,MAT-0052,6761A,78000,KG,291720,CNY,2024-08,4.53,1321491.6
2024-08-31,CHINA-WAREHOUSE,MAT-0059,SCRAP,562,KG,2101,CNY,2024-08,4.53,9517.53
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P3205A,0,KG,356,CNY,2024-08,4.53,1612.68
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P4131A,0,KG,534,CNY,2024-08,4.53,2419.02
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P5801A,0,KG,534,CNY,2024-08,4.53,2419.02
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P7905A,0,KG,534,CNY,2024-08,4.53,2419.02
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P1110A,25400,KG,181382,CNY,2024-08,4.53,821660.4600000001
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P5729A,75450,KG,537204,CNY,2024-08,4.53,2433534.12
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P9149A,178400,KG,1270742,CNY,2024-08,4.53,5756461.260000001
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P4232A,0,KG,712,CNY,2024-08,4.53,3225.36
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P6758A,117000,KG,833752,CNY,2024-08,4.53,3776896.56
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P3582A,509725,KG,3629242,CNY,2024-08,4.53,16440466.260000002
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P2089A,254925,KG,1815066,CNY,2024-08,4.53,8222248.98
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P8395A,316425,KG,2253658,CNY,2024-08,4.53,10209070.74
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P3317A,0,KG,712,CNY,2024-08,4.53,3225.36
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P7595A,7500,KG,53400,CNY,2024-08,4.53,241902.0
2024-08-31,CHINA-WAREHOUSE,MAT-0261,P6884A,93000,KG,662160,CNY,2024-08,4.53,2999584.8000000003
2024-08-31,CHINA-WAREHOUSE,MAT-0141,N9204A,76575,KG,286391,CNY,2024-08,4.53,1297351.23
2024-08-31,CHINA-WAREHOUSE,MAT-0141,SCRAP,10052,KG,37593,CNY,2024-08,4.53,170296.29
2024-08-31,CHINA-WAREHOUSE,MAT-0313,P7592A,1125,KG,4851,CNY,2024-08,4.53,21975.030000000002
2024-08-31,CHINA-WAREHOUSE,MAT-0313,P8966A,600,KG,2772,CNY,2024-08,4.53,12557.16
2024-08-31,CHINA-WAREHOUSE,MAT-0313,P5038A,76500,KG,303336,CNY,2024-08,4.53,1374112.08
2024-08-31,CHINA-WAREHOUSE,MAT-0199,SCRAP,6610,KG,94857,CNY,2024-08,4.53,429702.21
2024-08-31,CHINA-WAREHOUSE,MAT-0199,T2455A,1175,KG,16861,CNY,2024-08,4.53,76380.33
2024-08-31,CHINA-WAREHOUSE,MAT-0199,T5551A,650,KG,9328,CNY,2024-08,4.53,42255.840000000004
2024-08-31,CHINA-WAREHOUSE,MAT-0199,T7421A,1050,KG,15068,CNY,2024-08,4.53,68258.04000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V8051A,825,KG,11839,CNY,2024-08,4.53,53630.670000000006
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V2061A,675,KG,9686,CNY,2024-08,4.53,43877.58
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V4761A,525,KG,7534,CNY,2024-08,4.53,34129.020000000004
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V2724A,125,KG,1794,CNY,2024-08,4.53,8126.820000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V6816A,1000,KG,14350,CNY,2024-08,4.53,65005.5
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V3118A,650,KG,9328,CNY,2024-08,4.53,42255.840000000004
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V2011A,325,KG,4664,CNY,2024-08,4.53,21127.920000000002
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V4008A,1300,KG,18655,CNY,2024-08,4.53,84507.15000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V3640A,1325,KG,19014,CNY,2024-08,4.53,86133.42
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V6558A,1500,KG,21525,CNY,2024-08,4.53,97508.25
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V6789A,725,KG,10404,CNY,2024-08,4.53,47130.12
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V3262A,150,KG,2153,CNY,2024-08,4.53,9753.09
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V9383A,125,KG,1794,CNY,2024-08,4.53,8126.820000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V9606A,1475,KG,21166,CNY,2024-08,4.53,95881.98000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0199,V2440A,750,KG,10763,CNY,2024-08,4.53,48756.39
2024-08-31,CHINA-WAREHOUSE,MAT-0142,V3722A,25475,KG,270545,CNY,2024-08,4.53,1225568.85
2024-08-31,CHINA-WAREHOUSE,MAT-0142,V5655A,1300,KG,13806,CNY,2024-08,4.53,62541.18
2024-08-31,CHINA-WAREHOUSE,MAT-0142,V8118A,509625,KG,5412218,CNY,2024-08,4.53,24517347.540000003
2024-08-31,CHINA-WAREHOUSE,MAT-0142,V7100A,10400,KG,110448,CNY,2024-08,4.53,500329.44
2024-08-31,CHINA-WAREHOUSE,MAT-0142,V9028A,163500,KG,1736370,CNY,2024-08,4.53,7865756.100000001
2024-08-31,CHINA-WAREHOUSE,MAT-0142,V7769A,64500,KG,684990,CNY,2024-08,4.53,3103004.7
2024-08-31,CHINA-WAREHOUSE,MAT-0142,V2189A,197950,KG,2102229,CNY,2024-08,4.53,9523097.370000001
2024-08-31,CHINA-WAREHOUSE,MAT-0142,V5368A,107800,KG,1144836,CNY,2024-08,4.53,5186107.08
2024-08-31,CHINA-WAREHOUSE,MAT-0143,V1505A,65175,KG,692159,CNY,2024-08,4.53,3135480.27
2024-08-31,CHINA-WAREHOUSE,MAT-0143,V5293A,279625,KG,2969618,CNY,2024-08,4.53,13452369.540000001
2024-08-31,CHINA-WAREHOUSE,MAT-0143,V8859A,254850,KG,2706507,CNY,2024-08,4.53,12260476.71
2024-08-31,CHINA-WAREHOUSE,MAT-0143,V6262A,1500,KG,15930,CNY,2024-08,4.53,72162.90000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0143,V5971A,79500,KG,844290,CNY,2024-08,4.53,3824633.7
2024-08-31,CHINA-WAREHOUSE,MAT-0143,V1824A,238500,KG,2532870,CNY,2024-08,4.53,11473901.100000001
2024-08-31,CHINA-WAREHOUSE,MAT-0143,V3953A,302800,KG,3215736,CNY,2024-08,4.53,14567284.08
2024-08-31,CHINA-WAREHOUSE,MAT-0143,V9646A,371825,KG,3948782,CNY,2024-08,4.53,17887982.46
2024-08-31,CHINA-WAREHOUSE,MAT-0314,V5811A,51000,KG,609450,CNY,2024-08,4.53,2760808.5
2024-08-31,CHINA-WAREHOUSE,MAT-0314,V4208A,328500,KG,3925575,CNY,2024-08,4.53,17782854.75
2024-08-31,CHINA-WAREHOUSE,MAT-0314,V7906A,127500,KG,1523625,CNY,2024-08,4.53,6902021.25
2024-08-31,CHINA-WAREHOUSE,MAT-0314,V1667A,7500,KG,89625,CNY,2024-08,4.53,406001.25
2024-08-31,CHINA-WAREHOUSE,MAT-0314,V8847A,186125,KG,2224194,CNY,2024-08,4.53,10075598.82
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V4572A,12750,KG,135405,CNY,2024-08,4.53,613384.65
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V3546A,22450,KG,238419,CNY,2024-08,4.53,1080038.07
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V7742A,264975,KG,2814035,CNY,2024-08,4.53,12747578.55
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V8988A,49500,KG,525690,CNY,2024-08,4.53,2381375.7
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V5555A,307450,KG,3265119,CNY,2024-08,4.53,14790989.07
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V7767A,305850,KG,3248127,CNY,2024-08,4.53,14714015.31
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V6820A,364500,KG,3870990,CNY,2024-08,4.53,17535584.7
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V7832A,272925,KG,2898464,CNY,2024-08,4.53,13130041.92
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V7606A,127500,KG,1354050,CNY,2024-08,4.53,6133846.5
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V5772A,394500,KG,4189590,CNY,2024-08,4.53,18978842.7
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V6152A,115500,KG,1226610,CNY,2024-08,4.53,5556543.300000001
2024-08-31,CHINA-WAREHOUSE,MAT-0144,V3376A,255000,KG,2708100,CNY,2024-08,4.53,12267693.0
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V7173A,90000,KG,967500,CNY,2024-08,4.53,4382775.0
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V1338A,900,KG,9675,CNY,2024-08,4.53,43827.75
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V3373A,96000,KG,1032000,CNY,2024-08,4.53,4674960.0
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V4679A,152000,KG,1634000,CNY,2024-08,4.53,7402020.0
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V6917A,16500,KG,177375,CNY,2024-08,4.53,803508.75
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V2088A,1500,KG,16125,CNY,2024-08,4.53,73046.25
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V3523A,1500,KG,16125,CNY,2024-08,4.53,73046.25
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V5188A,1500,KG,16125,CNY,2024-08,4.53,73046.25
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V6055A,1500,KG,16125,CNY,2024-08,4.53,73046.25
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V2272A,316450,KG,3401838,CNY,2024-08,4.53,15410326.14
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V3844A,261000,KG,2805750,CNY,2024-08,4.53,12710047.5
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V6459A,263900,KG,2836925,CNY,2024-08,4.53,12851270.25
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V3049A,554850,KG,5964638,CNY,2024-08,4.53,27019810.14
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V6899A,203975,KG,2192731,CNY,2024-08,4.53,9933071.43
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V9217A,254950,KG,2740713,CNY,2024-08,4.53,12415429.89
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V9732A,27000,KG,290250,CNY,2024-08,4.53,1314832.5
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V6826A,74975,KG,805981,CNY,2024-08,4.53,3651093.93
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V8651A,217500,KG,2338125,CNY,2024-08,4.53,10591706.25
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V6605A,625275,KG,6721706,CNY,2024-08,4.53,30449328.180000003
2024-08-31,CHINA-WAREHOUSE,MAT-0145,V8488A,406475,KG,4369606,CNY,2024-08,4.53,19794315.18
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V8027A,36000,KG,433080,CNY,2024-08,4.53,1961852.4000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V6661A,15000,KG,180450,CNY,2024-08,4.53,817438.5
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V2786A,1300,KG,15639,CNY,2024-08,4.53,70844.67
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V1821A,206925,KG,2489308,CNY,2024-08,4.53,11276565.24
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V3622A,157175,KG,1890815,CNY,2024-08,4.53,8565391.950000001
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V7059A,346225,KG,4165087,CNY,2024-08,4.53,18867844.11
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V5829A,290950,KG,3500129,CNY,2024-08,4.53,15855584.370000001
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V1214A,70500,KG,848115,CNY,2024-08,4.53,3841960.95
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V8768A,266775,KG,3209303,CNY,2024-08,4.53,14538142.590000002
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V4211A,400425,KG,4817113,CNY,2024-08,4.53,21821521.89
2024-08-31,CHINA-WAREHOUSE,MAT-0001,V7737A,97300,KG,1170519,CNY,2024-08,4.53,5302451.07
2024-08-31,CHINA-WAREHOUSE,MAT-0201,V9579A,50,KG,531,CNY,2024-08,4.53,2405.4300000000003
2024-08-31,CHINA-WAREHOUSE,MAT-0201,V6975A,47250,KG,501795,CNY,2024-08,4.53,2273131.35
2024-08-31,CHINA-WAREHOUSE,MAT-0201,V3669A,46500,KG,493830,CNY,2024-08,4.53,2237049.9
2024-08-31,CHINA-WAREHOUSE,MAT-0201,V1260A,157500,KG,1672650,CNY,2024-08,4.53,7577104.5
2024-08-31,CHINA-WAREHOUSE,MAT-0201,V9437A,4500,KG,47790,CNY,2024-08,4.53,216488.7
2024-08-31,CHINA-WAREHOUSE,MAT-0201,V4294A,193500,KG,2054970,CNY,2024-08,4.53,9309014.1
2024-08-31,CHINA-WAREHOUSE,MAT-0201,V4264A,108000,KG,1146960,CNY,2024-08,4.53,5195728.800000001
2024-08-31,CHINA-WAREHOUSE,MAT-0262,E9917A,49500,KG,0,CNY,2024-08,4.53,0.0
2024-08-31,CHINA-WAREHOUSE,MAT-0319,R3560A,300,KG,2205,CNY,2024-08,4.53,9988.650000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0319,R2828A,85050,KG,625118,CNY,2024-08,4.53,2831784.54
2024-08-31,CHINA-WAREHOUSE,MAT-0319,S5659A,200,KG,1470,CNY,2024-08,4.53,6659.1
2024-08-31,CHINA-WAREHOUSE,MAT-0048,SCRAP,107,KG,61,CNY,2024-08,4.53,276.33000000000004
2024-08-31,CHINA-WAREHOUSE,MAT-0205,SCRAP,157,KG,946,CNY,2024-08,4.53,4285.38
2024-08-31,CHINA-WAREHOUSE,MAT-0163,E4534A,64100,KG,486519,CNY,2024-08,4.53,2203931.0700000003
2024-08-31,CHINA-WAREHOUSE,MAT-0163,E2564A,46550,KG,353315,CNY,2024-08,4.53,1600516.9500000002
2024-08-31,CHINA-WAREHOUSE,MAT-0163,E1798A,32875,KG,249521,CNY,2024-08,4.53,1130330.1300000001
2024-08-31,CHINA-WAREHOUSE,MAT-0163,E2075A,42550,KG,322955,CNY,2024-08,4.53,1462986.1500000001
2024-08-31,CHINA-WAREHOUSE,MAT-0163,E4127A,183800,KG,1395042,CNY,2024-08,4.53,6319540.260000001
2024-08-31,CHINA-WAREHOUSE,MAT-0163,E9851A,148425,KG,1126546,CNY,2024-08,4.53,5103253.38
2024-08-31,CHINA-WAREHOUSE,MAT-0163,E5228A,16500,KG,125235,CNY,2024-08,4.53,567314.55
2024-08-31,CHINA-WAREHOUSE,MAT-0036,S9394A,0,KG,119059,CNY,2024-08,4.53,539337.27
2024-08-31,CHINA-WAREHOUSE,MAT-0036,S2743A,12325,KG,68650,CNY,2024-08,4.53,310984.5
2024-08-31,CHINA-WAREHOUSE,MAT-0036,SCRAP,65,KG,363,CNY,2024-08,4.53,1644.39
2024-08-31,CHINA-WAREHOUSE,MAT-0425,SCRAP,401,KG,2424,CNY,2024-08,4.53,10980.720000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0176,T2572A,5800,KG,73776,CNY,2024-08,4.53,334205.28
2024-08-31,CHINA-WAREHOUSE,MAT-0176,T9980A,27100,KG,344712,CNY,2024-08,4.53,1561545.36
2024-08-31,CHINA-WAREHOUSE,MAT-0176,T3711A,116900,KG,1486968,CNY,2024-08,4.53,6735965.04
2024-08-31,CHINA-WAREHOUSE,MAT-0176,T6495A,25500,KG,324360,CNY,2024-08,4.53,1469350.8
2024-08-31,CHINA-WAREHOUSE,MAT-0398,SCRAP,8455,KG,21729,CNY,2024-08,4.53,98432.37000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0096,M3832A,74250,KG,338580,CNY,2024-08,4.53,1533767.4000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0096,M8913A,15100,KG,68856,CNY,2024-08,4.53,311917.68
2024-08-31,CHINA-WAREHOUSE,MAT-0096,M9260B,9600,KG,43776,CNY,2024-08,4.53,198305.28
2024-08-31,CHINA-WAREHOUSE,MAT-0096,M4796B,4125,KG,18810,CNY,2024-08,4.53,85209.3
2024-08-31,CHINA-WAREHOUSE,MAT-0096,M9345B,1375,KG,6270,CNY,2024-08,4.53,28403.100000000002
2024-08-31,CHINA-WAREHOUSE,MAT-0096,M4548C,68675,KG,313158,CNY,2024-08,4.53,1418605.74
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M1643B,22000,KG,66660,CNY,2024-08,4.53,301969.8
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M8779A,86575,KG,262322,CNY,2024-08,4.53,1188318.6600000001
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M2413B,59125,KG,179149,CNY,2024-08,4.53,811544.9700000001
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M2708A,70125,KG,212479,CNY,2024-08,4.53,962529.87
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M4905A,45375,KG,137486,CNY,2024-08,4.53,622811.5800000001
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M3885B,46750,KG,141653,CNY,2024-08,4.53,641688.0900000001
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M9410C,4125,KG,12499,CNY,2024-08,4.53,56620.47
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M7775B,6875,KG,20831,CNY,2024-08,4.53,94364.43000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M6857C,68675,KG,208085,CNY,2024-08,4.53,942625.05
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M2861A,12375,KG,37496,CNY,2024-08,4.53,169856.88
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M9428A,86625,KG,262474,CNY,2024-08,4.53,1189007.22
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M6570B,38500,KG,116655,CNY,2024-08,4.53,528447.15
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M2874A,31625,KG,95824,CNY,2024-08,4.53,434082.72000000003
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M2420B,39875,KG,120821,CNY,2024-08,4.53,547319.13
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M2220C,66000,KG,199980,CNY,2024-08,4.53,905909.4
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M9510A,48125,KG,145819,CNY,2024-08,4.53,660560.0700000001
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M9648B,4125,KG,12499,CNY,2024-08,4.53,56620.47
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M6594A,67300,KG,203919,CNY,2024-08,4.53,923753.0700000001
2024-08-31,CHINA-WAREHOUSE,MAT-0315,M8607B,83875,KG,254141,CNY,2024-08,4.53,1151258.73
2024-08-31,CHINA-WAREHOUSE,MAT-0290,V6100A,24700,KG,354445,CNY,2024-08,4.53,1605635.85
2024-08-31,CHINA-WAREHOUSE,MAT-0146,R7341A,24675,KG,112518,CNY,2024-08,4.53,509706.54000000004
2024-08-31,CHINA-WAREHOUSE,MAT-0146,S4490A,400,KG,1824,CNY,2024-08,4.53,8262.720000000001
2024-08-31,CHINA-WAREHOUSE,MAT-0049,R1129A,325,KG,1482,CNY,2024-08,4.53,6713.46
2024-08-31,CHINA-WAREHOUSE,MAT-0049,R1635A,2625,KG,11970,CNY,2024-08,4.53,54224.100000000006
2024-08-31,CHINA-WAREHOUSE,MAT-0049,R6051A,246050,KG,1121988,CNY,2024-08,4.53,5082605.640000001
2024-08-31,CHINA-WAREHOUSE,MAT-0013,V6088A,70550,KG,758413,CNY,2024-08,4.53,3435610.89
2024-08-31,CHINA-WAREHOUSE,MAT-0013,V5090A,203875,KG,2191656,CNY,2024-08,4.53,9928201.68
2024-08-31,CHINA-WAREHOUSE,MAT-0147,V4625A,76500,KG,38250,CNY,2024-08,4.53,173272.5
2024-08-31,CHINA-WAREHOUSE,MAT-0003,8045,39168,KG,36426,CNY,2024-08,4.53,165009.78
2024-08-31,CHINA-WAREHOUSE,MAT-0003,3882,58752,KG,54639,CNY,2024-08,4.53,247514.67
2024-08-31,CHINA-WAREHOUSE,MAT-0004,V6032A,49500,KG,525690,CNY,2024-08,4.53,2381375.7
2024-08-31,CHINA-WAREHOUSE,MAT-0004,V7115A,22500,KG,238950,CNY,2024-08,4.53,1082443.5
